ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_spend,Total_purchase,Total_children,accepted_camp,Total_adults,Family_size,Customer_Since_Years,Education_encode,Cluster,Age_bins
550,4279,1963,Master,Single,39548.0,1,1,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,60,54,7,2,0,1,3,9,3,1,40-60
551,5371,1989,Graduation,Single,21474.0,1,0,2014-04-08,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,34,91,8,1,2,1,2,9,2,1,20-40
552,9240,1971,PhD,Single,60504.0,0,1,2014-02-07,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,52,526,18,1,0,1,2,9,4,1,40-60
553,9460,1963,Graduation,Couple,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,60,162,8,0,0,2,2,10,2,1,40-60
554,9504,1949,Master,Couple,81698.0,0,0,2013-11-06,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,74,1008,25,0,1,2,2,10,3,2,60-80
555,8692,1952,Graduation,Couple,43462.0,1,1,2012-09-12,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,71,240,16,2,0,2,4,11,2,1,60-80
556,448,1978,PhD,Single,54880.0,1,0,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,45,795,21,1,0,1,2,10,4,2,40-60
557,8314,1982,Graduation,Couple,79908.0,0,0,2013-04-05,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,41,1772,19,0,1,2,2,10,2,0,40-60
558,8420,1970,Master,Couple,15315.0,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,53,64,8,0,0,2,2,10,3,1,40-60
559,3174,1959,Graduation,Couple,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,64,1957,20,1,5,2,3,10,2,0,60-80
560,7685,1978,Graduation,Couple,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,45,78,7,1,0,2,3,10,2,1,40-60
561,3179,1980,Graduation,Single,81741.0,0,0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,43,1572,19,0,0,1,1,10,2,2,40-60
562,9780,1971,Master,Couple,71499.0,0,1,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,52,795,26,1,0,2,3,10,3,2,40-60
563,10681,1970,Master,Couple,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,53,889,26,1,0,2,3,9,3,2,40-60
564,10232,1963,PhD,Single,48799.0,0,1,2013-11-05,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,60,331,15,1,0,1,2,10,4,1,40-60
565,4184,1950,PhD,Couple,52157.0,0,1,2014-06-07,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,73,265,12,1,0,2,3,9,4,1,60-80
566,9120,1962,Graduation,Single,66565.0,0,1,2012-12-05,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,61,1065,19,1,0,1,2,11,2,2,60-80
567,891,1951,Master,Couple,29298.0,1,1,2013-09-07,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,72,11,4,2,0,2,4,10,3,1,60-80
568,10381,1979,Graduation,Single,47691.0,0,1,2013-07-05,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,44,21,4,1,0,1,2,10,2,1,40-60
569,3525,1970,Graduation,Couple,38200.0,1,1,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,53,17,4,2,0,2,4,11,2,1,40-60
570,6818,1974,Graduation,Couple,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,49,369,16,1,0,2,3,11,2,1,40-60
571,3526,1968,PhD,Couple,38443.0,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,55,38,6,2,0,2,4,9,4,1,40-60
572,8181,1978,Master,Single,38593.0,1,0,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,45,177,11,1,0,1,2,10,3,1,40-60
573,1029,1970,PhD,Couple,64413.0,0,1,2013-08-01,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,53,279,12,1,0,2,3,10,4,1,40-60
574,7369,1981,Master,Couple,36959.0,1,0,2013-10-02,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,42,62,7,1,0,2,3,10,3,1,40-60
575,2574,1977,PhD,Couple,61996.0,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,46,1230,21,1,4,2,3,10,4,0,40-60
576,8159,1968,Graduation,Couple,51287.0,1,1,2014-04-01,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,55,182,11,2,0,2,4,9,2,1,40-60
577,1160,1970,Graduation,Couple,13260.0,1,1,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,53,49,10,2,0,2,4,10,2,1,40-60
578,10242,1966,PhD,Couple,47472.0,1,1,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,57,75,8,2,0,2,4,10,4,1,40-60
579,5253,1956,Master,Couple,54603.0,1,1,2013-07-09,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,67,227,16,2,0,2,4,10,3,1,60-80
580,5966,1974,PhD,Couple,45207.0,1,1,2012-11-10,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,49,215,15,2,1,2,4,11,4,1,40-60
581,5314,1951,Graduation,Couple,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,72,444,20,1,0,2,3,10,2,1,60-80
582,5081,1967,Master,Couple,47821.0,1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,56,47,5,2,0,2,4,10,3,1,40-60
583,5123,1951,Master,Couple,27450.0,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,72,143,7,0,0,2,2,10,3,1,60-80
584,5756,1983,Graduation,Couple,39453.0,1,0,2014-04-03,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,40,55,7,1,0,2,3,9,2,1,20-40
585,8036,1971,Master,Couple,26850.0,1,1,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,52,63,11,2,0,2,4,9,3,1,40-60
586,9058,1955,Graduation,Single,79800.0,0,0,2012-09-23,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,68,1867,22,0,4,1,1,11,2,0,60-80
587,5057,1961,Master,Couple,61794.0,0,1,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,62,611,20,1,0,2,3,10,3,2,60-80
588,254,1955,Graduation,Couple,53863.0,0,1,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,68,473,18,1,1,2,3,9,2,1,60-80
589,4179,1959,Graduation,Couple,24221.0,0,0,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,64,55,6,0,0,2,2,10,2,1,60-80
590,3710,1984,PhD,Single,39684.0,1,0,2012-10-12,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,39,81,7,1,1,1,2,11,4,1,20-40
591,7627,1975,Master,Couple,92163.0,0,0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,48,2086,21,0,3,2,2,11,3,0,40-60
592,4501,1965,Master,Single,69882.0,0,0,2013-11-10,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,58,1478,20,0,0,1,1,10,3,2,40-60
593,6424,1977,Graduation,Couple,33178.0,1,0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,46,49,5,1,0,2,3,9,2,1,40-60
594,3075,1972,PhD,Couple,59973.0,0,0,2013-09-11,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,51,382,15,0,0,2,2,10,4,2,40-60
595,4992,1975,Master,Couple,17459.0,1,0,2013-09-19,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,48,69,9,1,1,2,3,10,3,1,40-60
596,5252,1969,Graduation,Single,23910.0,1,0,2012-10-26,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,54,67,6,1,0,1,2,11,2,1,40-60
597,7444,1969,Master,Couple,42169.0,1,1,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,54,30,6,2,0,2,4,10,3,1,40-60
598,6919,1978,Master,Couple,26224.0,1,0,2013-06-04,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,45,63,9,1,0,2,3,10,3,1,40-60
599,3537,1981,Graduation,Couple,31089.0,1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,42,79,10,1,0,2,3,11,2,1,40-60
600,10277,1961,Graduation,Single,30081.0,0,1,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,62,42,5,1,0,1,2,10,2,1,60-80
601,2453,1960,Graduation,Couple,62807.0,0,1,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,63,819,23,1,0,2,3,11,2,2,60-80
602,7972,1955,Graduation,Single,72906.0,0,0,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,68,1151,17,0,0,1,1,10,2,2,60-80
603,895,1948,PhD,Couple,61467.0,0,2,2012-12-09,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,75,594,20,2,0,2,4,11,4,2,60-80
604,1177,1966,Master,Couple,49618.0,1,1,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,57,129,11,2,0,2,4,10,3,1,40-60
605,7141,1986,Master,Single,21888.0,1,0,2012-12-29,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,37,213,12,1,1,1,2,11,3,1,20-40
606,7232,1973,Graduation,Single,42429.0,0,1,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,50,67,7,1,0,1,2,9,2,1,40-60
607,8477,1956,Graduation,Single,26150.0,2,1,2013-03-11,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,67,28,5,3,0,1,4,10,2,1,60-80
608,2457,1975,Basic,Couple,30801.0,0,1,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,48,45,6,1,0,2,3,11,1,1,40-60
609,988,1965,Graduation,Couple,81168.0,0,0,2014-05-07,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,58,1193,18,0,1,2,2,9,2,2,40-60
610,7930,1969,Master,Single,26877.0,0,0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,54,268,12,0,0,1,1,10,3,1,40-60
611,4587,1944,Master,Single,45006.0,0,0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,79,266,12,0,0,1,1,10,3,1,60-80
612,6682,1973,Basic,Couple,18978.0,1,0,2012-12-11,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,50,37,5,1,0,2,3,11,1,1,40-60
613,6222,1967,Graduation,Couple,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,56,37,7,3,0,2,5,10,2,1,40-60
614,10299,1969,PhD,Single,48240.0,0,0,2012-11-09,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,54,882,25,0,1,1,1,11,4,2,40-60
615,3083,1974,Graduation,Couple,45837.0,1,1,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,49,373,18,2,0,2,4,10,2,1,40-60
616,8953,1965,Master,Single,35791.0,2,1,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,58,35,6,3,0,1,4,10,3,1,40-60
618,8650,1978,Graduation,Single,54162.0,1,1,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,45,42,5,2,0,1,3,10,2,1,40-60
619,10862,1960,Master,Couple,30522.0,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,63,326,17,1,0,2,3,11,3,1,60-80
620,2782,1961,PhD,Couple,54456.0,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,62,404,17,1,0,2,3,10,4,1,60-80
621,6941,1971,Graduation,Single,31632.0,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,52,95,6,0,0,1,1,10,2,1,40-60
622,10972,1949,Graduation,Single,72298.0,0,0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,74,939,14,0,2,1,1,9,2,0,60-80
623,10708,1978,Master,Single,36975.0,1,0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,45,33,5,1,0,1,2,10,3,1,40-60
624,6583,1955,Master,Couple,72635.0,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,68,981,21,0,1,2,2,10,3,2,60-80
625,3641,1976,Graduation,Couple,13624.0,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,47,36,7,1,0,2,3,10,2,1,40-60
626,10156,1975,Graduation,Single,84196.0,0,1,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,48,1237,20,1,0,1,2,10,2,2,40-60
627,4299,1960,Graduation,Couple,70971.0,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,63,1825,34,1,1,2,3,11,2,2,60-80
628,3469,1977,PhD,Single,34487.0,1,1,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,46,103,9,2,0,1,3,11,4,1,40-60
629,5063,1977,Graduation,Single,28769.0,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,46,191,12,1,0,1,2,11,2,1,40-60
630,10727,1970,PhD,Couple,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,53,1586,25,1,0,2,3,10,4,2,40-60
631,9624,1958,PhD,Couple,65488.0,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,65,963,14,0,0,2,2,9,4,2,60-80
632,5156,1970,Master,Couple,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,53,889,26,1,0,2,3,9,3,2,40-60
633,4376,1960,Master,Single,32218.0,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,63,93,7,0,2,1,1,9,3,1,60-80
634,8923,1973,Graduation,Single,83917.0,0,0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,50,1587,21,0,1,1,1,10,2,2,40-60
635,8461,1962,Graduation,Single,46102.0,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,61,16,4,3,0,1,4,9,2,1,60-80
636,6945,1952,Graduation,Single,84574.0,0,0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,71,1375,32,0,0,1,1,10,2,2,60-80
637,944,1962,Graduation,Couple,56181.0,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,61,393,14,1,0,2,3,10,2,1,60-80
638,1907,1950,Master,Single,63120.0,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,73,1477,26,1,1,1,2,11,3,2,60-80
639,701,1971,Graduation,Couple,73691.0,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,52,1179,18,1,1,2,3,10,2,2,40-60
640,3856,1960,Graduation,Couple,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,63,1005,26,1,0,2,3,11,2,2,60-80
641,4149,1948,PhD,Couple,76140.0,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,75,1348,21,0,0,2,2,9,4,2,60-80
642,2131,1959,PhD,Single,62859.0,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,64,1307,23,1,0,1,2,11,4,2,60-80
643,2942,1964,Graduation,Single,45906.0,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,59,486,15,1,1,1,2,10,2,1,40-60
644,1173,1947,Master,Couple,77632.0,0,0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,76,2252,13,0,3,2,2,10,3,0,60-80
645,4381,1971,PhD,Couple,46463.0,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,52,235,17,2,0,2,4,10,4,1,40-60
646,4611,1970,Graduation,Couple,105471.0,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,53,1724,30,0,3,2,2,10,2,0,40-60
647,3376,1970,Master,Single,55282.0,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,53,235,11,1,0,1,2,10,3,1,40-60
648,4679,1977,Master,Couple,78710.0,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,46,1092,28,1,0,2,3,9,3,2,40-60
649,10928,1958,Graduation,Couple,66886.0,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,65,599,17,1,0,2,3,10,2,2,60-80
650,4248,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,63,2008,19,0,1,1,1,9,3,0,60-80
651,6728,1985,Graduation,Couple,29103.0,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,38,48,6,1,0,2,3,11,2,1,20-40
652,6661,1974,Graduation,Couple,67445.0,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,49,1174,32,1,0,2,3,11,2,2,40-60
653,4725,1950,PhD,Couple,50616.0,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,73,67,7,1,0,2,3,9,4,1,60-80
654,3277,1955,Graduation,Single,49431.0,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,68,365,15,1,0,1,2,11,2,1,60-80
656,2564,1953,Graduation,Couple,61278.0,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,70,165,10,1,0,2,3,9,2,1,60-80
657,946,1958,Master,Couple,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,65,210,11,0,0,2,2,11,3,1,60-80
658,3867,1947,PhD,Couple,73059.0,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,76,1095,26,1,0,2,3,10,4,2,60-80
659,6940,1966,PhD,Single,46734.0,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,57,223,12,3,1,1,4,10,4,1,40-60
660,55,1963,Graduation,Couple,56253.0,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,60,597,22,1,0,2,3,11,2,2,40-60
661,7093,1985,Graduation,Couple,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,38,22,4,1,0,2,3,10,2,1,20-40
662,5084,1975,Graduation,Single,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,48,1064,24,1,0,1,2,10,2,2,40-60
663,1777,1980,Basic,Couple,25965.0,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,43,74,6,0,0,2,2,11,1,1,40-60
664,8162,1956,Master,Couple,14661.0,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,67,26,5,0,0,2,2,10,3,1,60-80
665,10826,1959,Graduation,Couple,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,64,60,5,0,0,2,2,11,2,1,60-80
666,8754,1974,PhD,Couple,45068.0,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,49,20,4,1,0,2,3,10,4,1,40-60
667,1987,1987,Basic,Single,21063.0,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,36,59,7,1,0,1,2,10,1,1,20-40
668,11007,1968,PhD,Couple,29187.0,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,55,34,5,1,0,2,3,10,4,1,40-60
669,7426,1971,Master,Couple,54690.0,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,52,198,12,2,0,2,4,10,3,1,40-60
670,9153,1964,PhD,Couple,59304.0,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,59,1048,28,1,0,2,3,10,4,2,40-60
671,10379,1962,Master,Single,59247.0,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,61,574,21,2,0,1,3,10,3,2,60-80
672,9204,1970,Graduation,Single,66731.0,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,53,1029,17,1,0,1,2,11,2,2,40-60
673,3197,1980,Graduation,Couple,77353.0,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,43,670,20,1,0,2,3,10,2,2,40-60
674,2920,1975,PhD,Single,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,48,990,16,1,0,1,2,11,4,2,40-60
675,6961,1974,Graduation,Couple,26751.0,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,49,11,4,2,0,2,4,9,2,1,40-60
676,4673,1963,PhD,Couple,81300.0,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,60,1241,21,1,2,2,3,11,4,0,40-60
677,9937,1979,Graduation,Single,70337.0,0,0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,44,576,17,0,0,1,1,9,2,2,40-60
678,8779,1985,Master,Couple,36145.0,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,38,172,12,1,2,2,3,10,3,1,20-40
679,9596,1980,PhD,Single,65295.0,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,43,664,20,0,0,1,1,10,4,2,40-60
680,2891,1963,Graduation,Single,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,60,928,23,1,0,1,2,10,2,2,40-60
681,4910,1967,Graduation,Single,68743.0,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,56,2074,30,0,0,1,1,11,2,2,40-60
682,75,1982,Master,Couple,41039.0,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,41,467,15,0,0,2,2,10,3,2,40-60
683,10120,1955,Graduation,Couple,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,68,257,12,1,0,2,3,10,2,1,60-80
684,6327,1967,Graduation,Couple,65777.0,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,56,1146,17,0,0,2,2,10,2,2,40-60
685,10142,1976,PhD,Single,66476.0,0,1,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,47,689,20,1,0,1,2,10,4,2,40-60
686,9826,1972,PhD,Single,86857.0,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,51,2114,22,0,1,1,1,11,4,2,40-60
688,10767,1989,PhD,Couple,77845.0,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,34,1346,21,0,2,2,2,9,4,0,20-40
689,7279,1969,PhD,Couple,69476.0,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,54,1044,15,0,0,2,2,10,4,2,40-60
690,7230,1960,PhD,Single,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,63,493,22,1,2,1,2,11,4,2,60-80
691,143,1970,Graduation,Single,61209.0,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,53,957,13,0,0,1,1,10,2,2,40-60
692,450,1958,Master,Couple,42315.0,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,65,270,12,1,0,2,3,10,3,1,60-80
693,9316,1952,Basic,Couple,13084.0,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,71,29,5,0,0,2,2,10,1,1,60-80
694,6379,1949,Master,Single,47570.0,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,74,121,9,2,1,1,3,10,3,1,60-80
695,9239,1961,Master,Couple,61923.0,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,62,126,8,2,0,2,4,10,3,1,60-80
696,8315,1995,Graduation,Single,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,28,23,4,0,0,1,1,9,2,1,20-40
697,2868,1949,PhD,Single,26518.0,1,1,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,74,57,8,2,1,1,3,10,4,1,60-80
698,10888,1961,Graduation,Single,45938.0,0,0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,62,636,20,0,0,1,1,10,2,2,60-80
